[20:52:22.998] INFO   EventListener.WebEventListener.beforeClickOn(WebEventListener.java:87)           - trying to Click on :: [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[@data-cy='adultCount']/li[@data-cy='adults-4']]
[20:52:23.080] INFO   EventListener.WebEventListener.afterClickOn(WebEventListener.java:92)            - Clicked on :: [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[@data-cy='adultCount']/li[@data-cy='adults-4']]
[20:52:23.104] INFO   EventListener.WebEventListener.beforeClickOn(WebEventListener.java:87)           - trying to Click on :: [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //li[@data-cy='children-3']]
[20:52:23.250] INFO   EventListener.WebEventListener.afterClickOn(WebEventListener.java:92)            - Clicked on :: [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //li[@data-cy='children-3']]
[20:52:23.333] INFO   EventListener.WebEventListener.beforeClickOn(WebEventListener.java:87)           - trying to Click on :: [[[[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'childAgeList')]/li[1]/label/select]] -> xpath: .//option[normalize-space(.) = "3"]]
[20:52:23.395] INFO   EventListener.WebEventListener.afterClickOn(WebEventListener.java:92)            - Clicked on :: [[[[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'childAgeList')]/li[1]/label/select]] -> xpath: .//option[normalize-space(.) = "3"]]
[20:52:23.447] INFO   EventListener.WebEventListener.beforeClickOn(WebEventListener.java:87)           - trying to Click on :: [[[[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'childAgeList')]/li[2]/label/select]] -> xpath: .//option[normalize-space(.) = "1"]]
[20:52:23.492] INFO   EventListener.WebEventListener.afterClickOn(WebEventListener.java:92)            - Clicked on :: [[[[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'childAgeList')]/li[2]/label/select]] -> xpath: .//option[normalize-space(.) = "1"]]
[20:52:23.558] INFO   EventListener.WebEventListener.beforeClickOn(WebEventListener.java:87)           - trying to Click on :: [[[[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'childAgeList')]/li[3]/label/select]] -> xpath: .//option[normalize-space(.) = "2"]]
[20:52:23.608] INFO   EventListener.WebEventListener.afterClickOn(WebEventListener.java:92)            - Clicked on :: [[[[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'childAgeList')]/li[3]/label/select]] -> xpath: .//option[normalize-space(.) = "2"]]
[20:52:23.638] INFO   EventListener.WebEventListener.beforeClickOn(WebEventListener.java:87)           - trying to Click on :: [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //button[contains(@data-cy,'submitGuest')]]
[20:52:23.784] INFO   EventListener.WebEventListener.afterClickOn(WebEventListener.java:92)            - Clicked on :: [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //button[contains(@data-cy,'submitGuest')]]
[20:52:23.811] INFO   EventListener.WebEventListener.beforeClickOn(WebEventListener.java:87)           - trying to Click on :: [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //div[contains(@class,'travelFor')]]
[20:52:24.111] INFO   EventListener.WebEventListener.afterClickOn(WebEventListener.java:92)            - Clicked on :: [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //div[contains(@class,'travelFor')]]
[20:52:24.134] INFO   EventListener.WebEventListener.beforeClickOn(WebEventListener.java:87)           - trying to Click on :: [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //li[@data-cy='travelFor-Work']]
[20:52:24.226] INFO   EventListener.WebEventListener.afterClickOn(WebEventListener.java:92)            - Clicked on :: [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //li[@data-cy='travelFor-Work']]
[20:52:24.253] INFO   EventListener.WebEventListener.beforeClickOn(WebEventListener.java:87)           - trying to Click on :: [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //button[text()='Search']]
[20:52:30.603] INFO   EventListener.WebEventListener.afterClickOn(WebEventListener.java:92)            - Clicked on :: [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //button[text()='Search']]
[20:52:30.632] INFO   DriverManager.DriverFactory.getCurrentDriver(DriverFactory.java:47)              - Getting current driver
[20:52:30.638] INFO   PageFlow.SearchListingFlow.assertSearchCriteria(SearchListingFlow.java:28)       - Printing details from application
[20:52:30.916] INFO   PageFlow.SearchListingFlow.assertSearchCriteria(SearchListingFlow.java:33)       - Location from app:Agra, Uttar Pradesh,...
[20:52:30.919] INFO   PageFlow.SearchListingFlow.assertSearchCriteria(SearchListingFlow.java:34)       - CheckInDate from app:Tue, 21 Sep 2021
[20:52:30.919] INFO   PageFlow.SearchListingFlow.assertSearchCriteria(SearchListingFlow.java:35)       - checkOutDateInApp from app:Thu, 23 Sep 2021
[20:52:30.919] INFO   PageFlow.SearchListingFlow.assertSearchCriteria(SearchListingFlow.java:36)       - GuestsInApp from app:1 Room, 4 Adults, 3 Children
[20:52:30.919] INFO   PageFlow.SearchListingFlow.assertSearchCriteria(SearchListingFlow.java:39)       - Printing details which user gave
[20:52:30.926] INFO   PageFlow.SearchListingFlow.assertSearchCriteria(SearchListingFlow.java:54)       - Location by user:Agra
[20:52:30.927] INFO   PageFlow.SearchListingFlow.assertSearchCriteria(SearchListingFlow.java:55)       - CheckInDate by user:Tue, 21 Sep 2021
[20:52:30.927] INFO   PageFlow.SearchListingFlow.assertSearchCriteria(SearchListingFlow.java:56)       - checkOutDateInApp by user:Thu, 23 Sep 2021
[20:52:30.927] INFO   PageFlow.SearchListingFlow.assertSearchCriteria(SearchListingFlow.java:57)       - GuestsInApp by user:1 Room, 4 Adults, 3 Children
[20:52:32.927] INFO   EventListener.WebEventListener.beforeGetText(WebEventListener.java:142)          - trying to getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //span[@class='maxValue']]
[20:52:32.955] INFO   EventListener.WebEventListener.afterGetText(WebEventListener.java:147)           - Getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //span[@class='maxValue']] :: ₹ 5000
[20:52:32.981] INFO   EventListener.WebEventListener.beforeGetText(WebEventListener.java:142)          - trying to getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //span[@class='maxValue']]
[20:52:32.989] INFO   EventListener.WebEventListener.afterGetText(WebEventListener.java:147)           - Getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //span[@class='maxValue']] :: ₹ 5000
[20:52:37.808] INFO   EventListener.WebEventListener.beforeGetText(WebEventListener.java:142)          - trying to getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //span[@class='minValue']]
[20:52:37.859] INFO   EventListener.WebEventListener.afterGetText(WebEventListener.java:147)           - Getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //span[@class='minValue']] :: ₹ 1500
[20:52:37.882] INFO   EventListener.WebEventListener.beforeGetText(WebEventListener.java:142)          - trying to getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //span[@class='minValue']]
[20:52:37.888] INFO   EventListener.WebEventListener.afterGetText(WebEventListener.java:147)           - Getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //span[@class='minValue']] :: ₹ 1500
[20:52:38.058] INFO   EventListener.WebEventListener.beforeGetText(WebEventListener.java:142)          - trying to getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //div[@id='USER_RATING']//ul[contains(@class,'filterList')]/li]
[20:52:38.072] INFO   EventListener.WebEventListener.afterGetText(WebEventListener.java:147)           - Getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //div[@id='USER_RATING']//ul[contains(@class,'filterList')]/li] :: 4.5 & above (Excellent)
(20)
[20:52:38.073] INFO   EventListener.WebEventListener.beforeGetText(WebEventListener.java:142)          - trying to getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //div[@id='USER_RATING']//ul[contains(@class,'filterList')]/li]
[20:52:38.085] INFO   EventListener.WebEventListener.afterGetText(WebEventListener.java:147)           - Getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //div[@id='USER_RATING']//ul[contains(@class,'filterList')]/li] :: 4 & above (Very Good)
(44)
[20:52:38.088] INFO   EventListener.WebEventListener.beforeClickOn(WebEventListener.java:87)           - trying to Click on :: [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //div[@id='USER_RATING']//ul[contains(@class,'filterList')]/li]
[20:52:39.193] INFO   EventListener.WebEventListener.afterClickOn(WebEventListener.java:92)            - Clicked on :: [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //div[@id='USER_RATING']//ul[contains(@class,'filterList')]/li]
[20:52:39.194] INFO   EventListener.WebEventListener.beforeGetText(WebEventListener.java:142)          - trying to getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //div[@id='USER_RATING']//ul[contains(@class,'filterList')]/li]
